 0 , 1 , 3 ,99 ,99 , 4 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
 1 , 0 ,99 ,99 ,99 ,99 , 3 ,99 , 6 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
 3 ,99 , 0 , 2 ,99 , 2 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 , 2 , 0 , 5 ,99 ,99 , 3 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 , 5 , 0 ,99 ,99 ,99 ,99 ,99 ,99 , 6 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
 4 ,99 , 2 ,99 ,99 , 0 , 3 , 2 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 , 3 ,99 ,99 ,99 , 3 , 0 , 2 ,99 , 2 ,99 ,99 , 7 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 , 3 ,99 , 2 , 2 , 0 ,99 , 3 , 2 ,99 ,99 ,99 ,99 , 3 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 , 6 ,99 ,99 ,99 ,99 ,99 ,99 , 0 ,99 ,99 ,99 , 4 ,99 ,99 ,99 ,99 ,99 , 4 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 , 2 , 3 ,99 , 0 , 2 ,99 ,99 , 5 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 ,99 , 2 ,99 , 2 , 0 , 3 ,99 ,99 , 2 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 ,99 , 6 ,99 ,99 ,99 ,99 ,99 , 3 , 0 ,99 ,99 ,99 , 3 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 , 7 ,99 , 4 ,99 ,99 ,99 , 0 , 4 ,99 ,99 ,99 ,99 ,99 , 3 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 , 5 ,99 ,99 , 4 , 0 , 3 ,99 ,99 ,99 ,99 ,99 , 3 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 , 2 ,99 ,99 , 3 , 0 , 2 , 2 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 ,99 , 3 ,99 ,99 ,99 , 3 ,99 ,99 , 2 , 0 ,99 , 3 ,99 ,99 ,99 , 3 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 , 2 ,99 , 0 , 2 ,99 ,99 , 4 ,99 , 2 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 , 3 , 2 , 0 ,99 ,99 ,99 , 2 ,99 , 4 ,99 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 , 4 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 , 0 , 5 ,99 ,99 ,99 ,99 ,99 ,99 ,11 ,99
99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 , 3 ,99 ,99 ,99 ,99 ,99 , 5 , 0 , 3 ,99 ,99 ,99 , 2 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 , 3 ,99 ,99 , 4 ,99 ,99 , 3 , 0 ,99 ,99 ,99 , 3 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 , 3 ,99 , 2 ,99 ,99 ,99 , 0 ,99 ,99 ,99 ,99 ,99 ,99
99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 ,99 , 2 ,99 ,99 ,99 ,99 ,99 , 0 , 3 , 3 ,99 , 7 ,99
